symbol,strike,type,openInterest,impliedVolatility,delta_barchart,gamma_barchart,theta_barchart,vega_barchart,expiration,spot,contract_multiplier
ES,7725.0,call,1672.0,0.16440000000000002,0.1615,0.0022,-5.4438,1.6892,2026-09-17,7611.5,50.0
ES,7730.0,call,1411.0,0.1585,0.1422,0.0021,-4.9309,1.5518,2026-09-17,7611.5,50.0
ES,7735.0,call,112.0,0.1555,0.1278,0.0019,-4.5821,1.4422,2026-09-17,7611.5,50.0
ES,7740.0,call,909.0,0.16260000000000002,0.1291,0.0019,-4.781,1.4527,2026-09-17,7611.5,50.0
ES,7745.0,call,163.0,0.159,0.1148,0.0018,-4.3986,1.3375,2026-09-17,7611.5,50.0
ES,7750.0,call,4311.0,0.1577,0.1045,0.0017,-4.1476,1.2501,2026-09-17,7611.5,50.0
ES,7755.0,call,186.0,0.16010000000000002,0.1,0.0016,-4.0965,1.2108,2026-09-17,7611.5,50.0
ES,7760.0,call,1546.0,0.15810000000000002,0.0896,0.0015,-3.8131,1.1165,2026-09-17,7611.5,50.0
ES,7765.0,call,265.0,0.1698,0.0983,0.0015,-4.2516,1.1957,2026-09-17,7611.5,50.0
ES,7770.0,call,620.0,0.1591,0.0773,0.0013,-3.5283,0.9992,2026-09-17,7611.5,50.0
ES,7775.0,call,3055.0,0.16079999999999997,0.0732,0.0013,-3.4495,0.9584,2026-09-17,7611.5,50.0
ES,7780.0,call,878.0,0.1555,0.0608,0.0011,-3.0372,0.8303,2026-09-17,7611.5,50.0
ES,7785.0,call,194.0,0.1917,0.0984,0.0013,-4.6934,1.197,2026-09-17,7611.5,50.0
ES,7790.0,call,804.0,0.15810000000000002,0.0534,0.001,-2.8651,0.7503,2026-09-17,7611.5,50.0
ES,7795.0,call,149.0,0.1961,0.0913,0.0012,-4.5753,1.1321,2026-09-17,7611.5,50.0
ES,7800.0,call,10920.0,0.1592,0.0455,0.0009,-2.6428,0.6604,2026-09-17,7611.5,50.0
ES,7805.0,call,1077.0,0.1691,0.0513,0.0009,-2.9385,0.7268,2026-09-17,7611.5,50.0
ES,7810.0,call,1840.0,0.18230000000000002,0.0603,0.001,-3.3963,0.8255,2026-09-17,7611.5,50.0
ES,7815.0,call,336.0,0.1807,0.0543,0.0009,-3.1791,0.7598,2026-09-17,7611.5,50.0
ES,7820.0,call,587.0,0.15990000000000001,0.0315,0.0006,-2.1956,0.4892,2026-09-17,7611.5,50.0
ES,7825.0,call,4197.0,0.1766,0.0425,0.0007,-2.7328,0.625,2026-09-17,7611.5,50.0
ES,7830.0,call,1059.0,0.1807,0.0426,0.0007,-2.777,0.6254,2026-09-17,7611.5,50.0
ES,7835.0,call,1229.0,0.1848,0.0426,0.0007,-2.8212,0.6257,2026-09-17,7611.5,50.0
ES,7840.0,call,1468.0,0.192,0.0452,0.0007,-2.9967,0.6569,2026-09-17,7611.5,50.0
ES,7845.0,call,355.0,0.1643,0.0215,0.0005,-1.8651,0.3555,2026-09-17,7611.5,50.0
ES,7850.0,call,6412.0,0.16579999999999998,0.0203,0.0004,-1.8262,0.3383,2026-09-17,7611.5,50.0
ES,7855.0,call,934.0,0.1935,0.0369,0.0006,-2.6899,0.5562,2026-09-17,7611.5,50.0
ES,7860.0,call,1551.0,0.17,0.0188,0.0004,-1.7902,0.3171,2026-09-17,7611.5,50.0
ES,7865.0,call,56.0,0.1852,0.0259,0.0005,-2.1781,0.4155,2026-09-17,7611.5,50.0
ES,7870.0,call,761.0,0.1757,0.0183,0.0004,-1.7984,0.3093,2026-09-17,7611.5,50.0
ES,7875.0,call,3726.0,0.1714,0.0144,0.0003,-1.613,0.2529,2026-09-17,7611.5,50.0
ES,7880.0,call,772.0,0.1699,0.0124,0.0003,-1.5154,0.2211,2026-09-17,7611.5,50.0
ES,7885.0,call,8.0,0.19039999999999999,0.0208,0.0004,-1.9894,0.3447,2026-09-17,7611.5,50.0
ES,7890.0,call,714.0,0.18350000000000002,0.0156,0.0003,-1.7196,0.2703,2026-09-17,7611.5,50.0
ES,7895.0,call,53.0,0.1843,0.0145,0.0003,-1.6745,0.2544,2026-09-17,7611.5,50.0
ES,7900.0,call,8532.0,0.16579999999999998,0.0067,0.0002,-1.2453,0.1302,2026-09-17,7611.5,50.0
ES,7905.0,call,101.0,0.1898,0.0142,0.0003,-1.6806,0.2488,2026-09-17,7611.5,50.0
ES,7910.0,call,563.0,0.1945,0.0148,0.0003,-1.7327,0.2585,2026-09-17,7611.5,50.0
ES,7915.0,call,4.0,0.1832,0.0094,0.0002,-1.4246,0.1749,2026-09-17,7611.5,50.0
ES,7920.0,call,832.0,0.1886,0.0102,0.0002,-1.4817,0.1877,2026-09-17,7611.5,50.0
ES,7925.0,call,1653.0,0.1985,0.0127,0.0002,-1.6419,0.2259,2026-09-17,7611.5,50.0
ES,7930.0,call,900.0,0.18780000000000002,0.0082,0.0002,-1.3737,0.1543,2026-09-17,7611.5,50.0
ES,7940.0,call,704.0,0.1894,0.0071,0.0002,-1.3182,0.1355,2026-09-17,7611.5,50.0
ES,7945.0,call,47.0,0.1986,0.0088,0.0002,-1.4364,0.1641,2026-09-17,7611.5,50.0
ES,7950.0,call,8696.0,0.19030000000000002,0.006,0.0001,-1.2597,0.1165,2026-09-17,7611.5,50.0
ES,7955.0,call,216.0,0.2004,0.0077,0.0002,-1.3824,0.1465,2026-09-17,7611.5,50.0
ES,7960.0,call,1117.0,0.20620000000000002,0.0085,0.0002,-1.4421,0.1593,2026-09-17,7611.5,50.0
ES,7965.0,call,27.0,0.19760000000000003,0.0058,0.0001,-1.2638,0.113,2026-09-17,7611.5,50.0
ES,7970.0,call,1126.0,0.20420000000000002,0.0066,0.0001,-1.3274,0.1276,2026-09-17,7611.5,50.0
ES,7975.0,call,2365.0,0.2024,0.0056,0.0001,-1.2665,0.1109,2026-09-17,7611.5,50.0
ES,7980.0,call,145.0,0.21289999999999998,0.0073,0.0001,-1.3908,0.1397,2026-09-17,7611.5,50.0
ES,7990.0,call,742.0,0.2096,0.0055,0.0001,-1.2704,0.1078,2026-09-17,7611.5,50.0
ES,8000.0,call,13356.0,0.2144,0.0053,0.0001,-1.273,0.1058,2026-09-17,7611.5,50.0
ES,8005.0,call,131.0,0.21170000000000003,0.0044,0.0001,-1.2084,0.0892,2026-09-17,7611.5,50.0
ES,8010.0,call,516.0,0.2192,0.0052,0.0001,-1.2755,0.104,2026-09-17,7611.5,50.0
ES,8015.0,call,101.0,0.2216,0.0052,0.0001,-1.2768,0.1031,2026-09-17,7611.5,50.0
ES,8020.0,call,546.0,0.22390000000000002,0.0051,0.0001,-1.278,0.1022,2026-09-17,7611.5,50.0
ES,8025.0,call,3620.0,0.221,0.0042,0.0001,-1.2128,0.0861,2026-09-17,7611.5,50.0
ES,8030.0,call,547.0,0.22329999999999997,0.0042,0.0001,-1.2139,0.0854,2026-09-17,7611.5,50.0
ES,8040.0,call,246.0,0.2213,0.0032,0.0001,-1.1459,0.0678,2026-09-17,7611.5,50.0
ES,8050.0,call,4647.0,0.2325,0.004,0.0001,-1.2183,0.0826,2026-09-17,7611.5,50.0
ES,8060.0,call,232.0,0.2303,0.0031,0.0001,-1.1497,0.0657,2026-09-17,7611.5,50.0
ES,8070.0,call,659.0,0.2348,0.0031,0.0001,-1.1515,0.0646,2026-09-17,7611.5,50.0
ES,8075.0,call,2554.0,0.237,0.0031,0.0001,-1.1524,0.0641,2026-09-17,7611.5,50.0
ES,8080.0,call,328.0,0.2463,0.0038,0.0001,-1.2246,0.0788,2026-09-17,7611.5,50.0
ES,8090.0,call,405.0,0.2437,0.003,0.0001,-1.1552,0.0627,2026-09-17,7611.5,50.0
ES,8100.0,call,8521.0,0.2553,0.0037,0.0001,-1.2287,0.0765,2026-09-17,7611.5,50.0
ES,8110.0,call,319.0,0.2525,0.0029,0.0001,-1.1588,0.0609,2026-09-17,7611.5,50.0
ES,8120.0,call,37.0,0.2569,0.0028,0.0,-1.1606,0.06,2026-09-17,7611.5,50.0
ES,8125.0,call,4232.0,0.2591,0.0028,0.0,-1.1615,0.0596,2026-09-17,7611.5,50.0
ES,8130.0,call,170.0,0.2613,0.0028,0.0,-1.1623,0.0592,2026-09-17,7611.5,50.0
ES,8150.0,call,4078.0,0.2701,0.0027,0.0,-1.1659,0.0576,2026-09-17,7611.5,50.0
ES,8175.0,call,1481.0,0.2809,0.0026,0.0,-1.1702,0.0557,2026-09-17,7611.5,50.0
ES,8200.0,call,9419.0,0.2917,0.0025,0.0,-1.1745,0.054,2026-09-17,7611.5,50.0
ES,8225.0,call,852.0,0.2914,0.0017,0.0,-1.0997,0.0385,2026-09-17,7611.5,50.0
ES,8250.0,call,3649.0,0.3017,0.0017,0.0,-1.1034,0.0374,2026-09-17,7611.5,50.0
ES,8275.0,call,2492.0,0.2943,0.0009,0.0,-1.02,0.0211,2026-09-17,7611.5,50.0
ES,8300.0,call,9026.0,0.3342,0.0022,0.0,-1.191,0.0482,2026-09-17,7611.5,50.0
ES,8325.0,call,2613.0,0.31370000000000003,0.0009,0.0,-1.0263,0.02,2026-09-17,7611.5,50.0
ES,8350.0,call,1634.0,0.3233,0.0008,0.0,-1.0295,0.0195,2026-09-17,7611.5,50.0
ES,8375.0,call,557.0,0.3328,0.0008,0.0,-1.0326,0.019,2026-09-17,7611.5,50.0
ES,8400.0,call,3932.0,0.3423,0.0008,0.0,-1.0357,0.0186,2026-09-17,7611.5,50.0
ES,8425.0,call,364.0,0.3518,0.0008,0.0,-1.0389,0.0182,2026-09-17,7611.5,50.0
ES,8450.0,call,1607.0,0.36119999999999997,0.0007,0.0,-1.042,0.0178,2026-09-17,7611.5,50.0
ES,8475.0,call,270.0,0.3921,0.0013,0.0,-1.1353,0.03,2026-09-17,7611.5,50.0
ES,8500.0,call,10607.0,0.3799,0.0007,0.0,-1.0482,0.017,2026-09-17,7611.5,50.0
ES,8525.0,call,408.0,0.3892,0.0007,0.0,-1.0513,0.0167,2026-09-17,7611.5,50.0
ES,8550.0,call,2080.0,0.39840000000000003,0.0007,0.0,-1.0543,0.0163,2026-09-17,7611.5,50.0
ES,8575.0,call,218.0,0.40759999999999996,0.0007,0.0,-1.0574,0.016,2026-09-17,7611.5,50.0
ES,8600.0,call,3649.0,0.4167,0.0007,0.0,-1.0605,0.0157,2026-09-17,7611.5,50.0
ES,8650.0,call,456.0,0.43479999999999996,0.0006,0.0,-1.0666,0.0152,2026-09-17,7611.5,50.0
ES,8700.0,call,1733.0,0.45280000000000004,0.0006,0.0,-1.0727,0.0146,2026-09-17,7611.5,50.0
ES,8750.0,call,2628.0,0.4706,0.0006,0.0,-1.0788,0.0142,2026-09-17,7611.5,50.0
ES,8800.0,call,1220.0,0.48829999999999996,0.0006,0.0,-1.0848,0.0137,2026-09-17,7611.5,50.0
ES,8850.0,call,86.0,0.5058,0.0005,0.0,-1.0908,0.0133,2026-09-17,7611.5,50.0
ES,8900.0,call,1486.0,0.5232,0.0005,0.0,-1.0968,0.0129,2026-09-17,7611.5,50.0
ES,8950.0,call,2.0,0.5404,0.0005,0.0,-1.1028,0.0126,2026-09-17,7611.5,50.0
ES,9000.0,call,2397.0,0.5575,0.0005,0.0,-1.1088,0.0122,2026-09-17,7611.5,50.0
ES,9100.0,call,1146.0,0.5912,0.0005,0.0,-1.1207,0.0116,2026-09-17,7611.5,50.0
ES,9200.0,call,1030.0,0.6245,0.0004,0.0,-1.1325,0.0111,2026-09-17,7611.5,50.0
ES,9400.0,call,27.0,0.6895,0.0004,0.0,-1.1561,0.0102,2026-09-17,7611.5,50.0
ES,9500.0,call,740.0,0.7212999999999999,0.0004,0.0,-1.1678,0.0098,2026-09-17,7611.5,50.0
ES,9600.0,call,529.0,0.7526,0.0004,0.0,-1.1795,0.0095,2026-09-17,7611.5,50.0
ES,9800.0,call,452.0,0.8140000000000001,0.0004,0.0,-1.2028,0.0089,2026-09-17,7611.5,50.0
ES,700.0,put,16791.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,700.5,put,22.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,701.0,put,203.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,701.5,put,61.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,702.0,put,128.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,702.5,put,1678.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,703.0,put,115.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,703.5,put,28.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,704.0,put,186.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,704.5,put,13.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,705.0,put,9922.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,705.5,put,61.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,706.0,put,108.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,706.5,put,93.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,707.0,put,65.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,707.5,put,2820.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,708.0,put,129.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,708.5,put,21.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,709.0,put,449.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,709.5,put,162.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,710.0,put,9150.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,710.5,put,128.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,711.0,put,237.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,711.5,put,20.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,712.0,put,182.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,712.5,put,1835.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,713.0,put,274.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,713.5,put,151.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,714.0,put,407.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,714.5,put,184.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,715.0,put,4321.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,715.5,put,183.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,716.0,put,246.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,716.5,put,87.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,717.0,put,499.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,717.5,put,1777.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,718.0,put,248.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,718.5,put,55.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,719.0,put,267.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,719.5,put,235.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,720.0,put,15922.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,720.5,put,128.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,721.0,put,392.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,721.5,put,199.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,722.0,put,283.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,722.5,put,1035.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,723.0,put,207.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,723.5,put,73.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,724.0,put,146.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,724.5,put,65.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,725.0,put,10059.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,725.5,put,379.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,726.0,put,344.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,726.5,put,52.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,727.0,put,481.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,727.5,put,3312.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,728.0,put,422.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,728.5,put,124.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,729.0,put,184.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,729.5,put,112.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,730.0,put,6087.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,730.5,put,236.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,731.0,put,463.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,731.5,put,33.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,732.0,put,507.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,732.5,put,4863.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,733.0,put,283.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,733.5,put,114.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,734.0,put,338.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,734.5,put,168.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,735.0,put,14540.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,735.5,put,105.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,736.0,put,318.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,736.5,put,83.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,737.0,put,174.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,737.5,put,2861.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,738.0,put,565.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,738.5,put,202.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,739.0,put,303.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,739.5,put,134.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,740.0,put,11755.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,740.5,put,175.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,741.0,put,382.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,741.5,put,93.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,742.0,put,656.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,742.5,put,2175.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,743.0,put,941.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,743.5,put,82.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,744.0,put,508.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,744.5,put,100.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,745.0,put,7018.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,745.5,put,90.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1200.0,put,4948.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1300.0,put,505.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1400.0,put,2178.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1500.0,put,2380.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1600.0,put,68.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1700.0,put,447.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1800.0,put,1841.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,1900.0,put,315.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2000.0,put,384.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2100.0,put,729.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2200.0,put,372.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2300.0,put,492.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2400.0,put,606.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2500.0,put,1009.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2600.0,put,208.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2700.0,put,1465.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2800.0,put,2954.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,2900.0,put,739.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3000.0,put,3985.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3100.0,put,2212.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3200.0,put,2126.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3300.0,put,1544.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3400.0,put,989.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3500.0,put,1750.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3600.0,put,396.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3650.0,put,402.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3700.0,put,1504.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3750.0,put,1134.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3800.0,put,1103.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3850.0,put,770.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3900.0,put,1473.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,3950.0,put,1743.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4000.0,put,1702.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4050.0,put,1263.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4100.0,put,1359.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4150.0,put,1080.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4200.0,put,1215.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4250.0,put,1016.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4300.0,put,940.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4350.0,put,1093.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4400.0,put,554.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4450.0,put,609.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4500.0,put,4369.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4550.0,put,1616.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4600.0,put,636.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4650.0,put,2173.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4700.0,put,1230.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4750.0,put,920.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4800.0,put,2281.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4850.0,put,1113.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4900.0,put,1141.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,4950.0,put,1909.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5000.0,put,3779.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5050.0,put,1658.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5100.0,put,1207.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5150.0,put,1153.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5200.0,put,1851.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5250.0,put,1018.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5300.0,put,2201.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5350.0,put,1961.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5400.0,put,2247.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5450.0,put,1495.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5500.0,put,9812.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5550.0,put,1285.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5600.0,put,2400.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5650.0,put,3620.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5700.0,put,3357.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
ES,5750.0,put,3408.0,0.0,0.0,0.0,0.0,0.0,2026-09-17,7611.5,50.0
